time,Wind,Precip,Temp
72,4.99,0.0,57.04
73,3.73,0.0,51.81
74,4.3,0.0997,65.48
75,3.41,0.0,62.77
76,12.1,0.0,62.42
77,9.16,0.0,59.04
78,14.76,0.0,64.2
79,5.29,0.0,62.02
80,11.79,0.0,34.35
81,4.56,0.0,62.24
82,10.47,0.0015,65.17
83,6.75,0.0,64.05
84,10.37,0.0,45.41
85,7.84,0.0,51.53
86,2.23,0.0,46.03
87,6.67,0.0,55.86
88,1.1,0.0,62.9
89,5.29,0.0,54.38
90,2.12,0.0007,59.56
91,5.6,0.022,48.43
92,11.44,0.0,52.29
93,2.09,0.0,40.58
94,7.58,0.0,54.09
95,4.7,0.0,51.48
96,4.5,0.0002,55.39
97,4.48,0.0014,57.64
98,7.5,0.0,53.64
99,5.99,0.0,58.66
100,3.09,0.0,56.89
101,4.07,0.0,58.28
102,6.28,0.0018,49.16
103,3.43,0.0,59.2
104,8.92,0.0,54.29
105,3.52,0.0,65.3
106,0.5,0.0,52.97
107,4.33,0.0021,60.29
108,6.03,0.0,41.34
109,10.64,0.0,48.33
110,4.96,0.0,51.08
111,5.8,0.0,57.98
112,7.29,0.0,51.89
113,7.14,0.0,49.65
114,4.46,0.0,68.31
115,11.85,0.0,68.74
116,3.86,0.0668,59.86
117,3.22,0.0,63.74
118,4.01,0.0,58.74
119,5.62,0.0,59.56
120,3.62,0.0,57.0
121,3.03,0.0,52.1
122,3.94,0.0,58.11
123,5.29,0.0,68.64
124,9.01,0.0,69.92
125,10.97,0.0,54.76
126,4.33,0.0,40.2
127,3.4,0.0,72.02
128,5.16,0.0,61.6
129,1.69,0.0,70.03
130,3.61,0.0,44.49
131,3.09,0.0206,63.1
132,4.77,0.0,49.38
133,3.29,0.0,51.69
134,6.9,0.0,49.53
135,12.82,0.0,43.91
136,3.46,0.0,60.44
137,9.6,0.0,58.92
138,5.4,0.0,68.56
139,7.72,0.0,62.74
140,11.01,0.0,61.33
141,4.38,0.0,66.83
142,6.21,0.0,57.65
143,2.87,0.0012,68.81
144,8.43,0.0,62.52
145,6.87,0.0,63.38
146,13.23,0.0139,64.7
147,2.47,0.0,60.38
148,3.2,0.0,47.5
149,4.43,0.0,59.76
150,10.68,0.0,64.21
151,3.43,0.0,59.06
152,8.63,0.0,60.23
153,0.88,0.0,52.38
154,3.58,0.0,60.37
155,7.33,0.0037,58.67
156,10.08,0.0,64.41
157,7.33,0.0,56.93
158,8.8,0.0,47.19
159,5.93,0.0,46.2
160,3.42,0.0,46.55
161,11.1,0.0,59.92
162,13.76,0.0,68.81
163,7.27,0.0,58.68
164,6.21,0.0,52.37
165,6.5,0.0,61.82
166,3.18,0.0,65.22
167,4.37,0.0,75.49
168,4.71,0.0,64.34
169,2.66,0.0,56.55
170,5.18,0.0,47.64
171,5.92,0.0,60.86
172,7.97,0.0,52.85
173,5.56,0.0069,68.06
174,5.24,0.0,50.17
175,3.86,0.0,49.69
176,1.11,0.0,54.09
177,4.86,0.0,48.22
178,1.47,0.0,55.18
179,3.71,0.0,60.28
180,4.36,0.0,69.32
181,7.4,0.0,60.7
182,5.25,0.0,48.43
183,4.48,0.0,60.89
184,0.37,0.0,49.43
185,5.95,0.0,54.13
186,3.78,0.0,46.14
187,4.08,0.0,43.69
188,4.42,0.0,77.83
189,3.74,0.0,66.5
190,4.63,0.0,73.16
191,14.46,0.0,56.53
192,6.65,0.0,59.98
193,2.75,0.0,51.31
194,2.49,0.0024,57.52
195,6.01,0.0,68.78
196,6.23,0.0,59.43
197,5.67,0.0,52.86
198,5.95,0.0,63.9
199,5.68,0.0,58.32
200,6.91,0.0,70.73
201,1.72,0.0,59.1
202,3.15,0.0,78.95
203,18.14,0.0,63.65
204,8.06,0.0,76.51
205,9.22,0.0,65.62
206,4.25,0.0015,73.22
207,10.35,0.0181,70.22
208,22.86,0.0,61.2
209,3.47,0.0,60.8
210,5.51,0.0,60.89
211,8.7,0.0,68.06
212,1.32,0.0,57.51
213,6.88,0.0023,70.45
214,7.34,0.0019,73.73
215,8.86,0.0,51.66
216,2.83,0.0,52.84
217,3.4,0.0031,55.83
218,9.47,0.0025,59.51
219,4.72,0.0,67.22
220,2.67,0.0,62.76
221,8.28,0.0,73.36
222,15.0,0.0,55.51
223,9.51,0.0,46.75
224,3.85,0.0104,59.25
225,10.34,0.0,59.59
226,13.94,0.0,56.51
227,4.82,0.0,53.93
228,15.03,0.0,55.15
229,4.84,0.0,55.62
230,9.63,0.0006,67.13
231,6.43,0.0,61.9
232,2.47,0.0,58.95
233,5.83,0.0,55.67
234,2.73,0.0,48.94
235,3.12,0.0,65.59
236,8.5,0.0,77.05
237,6.49,0.0,64.44
238,2.37,0.0,74.67
239,8.32,0.0,54.62
240,3.93,0.0,54.48
241,2.61,0.0,61.84
242,6.06,0.0,51.21
243,7.79,0.0,60.45
244,0.36,0.0,66.95
245,3.61,0.0,63.7
246,7.22,0.0,46.97
247,1.48,0.0,53.22
248,-0.95,0.005,54.31
249,12.54,0.0,54.16
250,2.18,0.0,71.75
251,3.41,0.0,66.48
252,5.54,0.0,61.79
253,11.42,0.0,66.72
254,4.82,0.0036,57.18
255,7.1,0.0,53.79
256,0.94,0.0015,70.71
257,2.18,0.0,55.68
258,11.06,0.0,60.12
259,8.41,0.0,63.99
260,8.97,0.0,52.45
261,7.62,0.0,50.92
262,3.93,0.0,56.19
263,8.42,0.0,57.9
264,5.82,0.0,60.32
265,5.69,0.0,62.16
266,2.13,0.0,67.3
267,2.29,0.0,66.79
268,10.08,0.0,57.43
269,5.93,0.0,65.01
270,10.73,0.0,52.42
271,2.18,0.0,56.51
272,4.81,0.0,59.33
273,3.72,0.0,44.65
274,6.55,0.0577,59.23
275,4.68,0.0087,48.44
276,3.36,0.0,65.78
277,6.61,0.0,64.03
278,8.07,0.004,61.08
279,13.01,0.0,65.95
280,5.01,0.0013,59.67
281,11.97,0.0,57.36
282,16.47,0.0,55.59
283,3.25,0.0,58.72
284,11.38,0.0,53.6
285,3.13,0.0,52.75
286,5.82,0.0,57.87
287,9.22,0.0,53.99
288,2.39,0.0,57.24
289,5.77,0.0,56.91
290,5.18,0.0003,41.2
291,7.46,0.0,61.08
292,12.16,0.0,64.81
293,6.32,0.0,62.05
294,4.23,0.0,58.44
295,7.8,0.0,55.43
296,6.12,0.0039,58.59
297,0.89,0.0028,63.95
298,5.74,0.0,57.34
299,8.09,0.0,55.23
300,6.41,0.0,52.85
301,1.9,0.1044,71.83
302,5.62,0.0,54.72
303,4.42,0.0,58.92
304,1.77,0.0,55.6
305,16.41,0.0,50.72
306,10.22,0.0,54.61
307,5.13,0.0,51.89
308,6.68,0.0,64.93
309,3.05,0.0,53.95
310,1.21,0.0,44.1
311,8.3,0.0054,66.42
312,1.84,0.0,56.12
313,8.95,0.0,60.74
314,13.12,0.0,59.05
315,12.52,0.0,64.98
316,7.8,0.0,64.91
317,7.34,0.0015,60.1
318,4.58,0.0,40.13
319,6.65,0.0,61.14
320,5.6,0.0,67.32
321,8.36,0.0,42.72
322,5.55,0.0,49.22
323,7.35,0.0,55.07
324,4.7,0.0,49.69
325,11.19,0.0,49.53
326,11.51,0.0,54.86
327,7.4,0.0,81.77
328,6.63,0.0,59.18
329,3.32,0.0,54.48
330,6.66,0.0,62.4
331,4.16,0.0,56.37
332,5.02,0.0,61.54
333,2.45,0.0,53.02
334,6.18,0.0,64.33
335,14.47,0.0,57.22
336,3.4,0.0,65.64
337,7.19,0.0,54.19
338,1.92,0.0,53.22
339,3.51,0.009,45.38
340,9.75,0.0487,71.55
341,19.47,0.0,55.97
342,9.04,0.0,62.97
343,10.56,0.0,47.25
344,6.19,0.0451,44.4
345,6.54,0.0,54.69
346,7.28,0.0,56.41
347,3.98,0.0,64.91
348,7.4,0.0689,53.34
349,4.72,0.0,67.32
350,2.53,0.0,45.71
351,6.52,0.0,56.55
352,6.44,0.0,49.0
353,10.7,0.0,60.85
354,2.41,0.0,61.38
355,8.96,0.0,56.49
356,8.34,0.0,64.06
357,7.62,0.0146,64.0
358,8.72,0.0,49.32
359,11.13,0.0,66.28
360,0.29,0.0,64.4
361,1.76,0.0,59.33
362,7.37,0.0,49.17
363,6.64,0.0,59.91
364,1.8,0.0073,64.43
365,5.83,0.0,60.35
366,3.2,0.0,58.9
367,2.79,0.0,59.66
368,7.74,0.0,73.53
369,5.74,0.0,62.29
370,1.12,0.0,50.2
371,7.32,0.0,67.23
372,7.64,0.0732,45.39
373,2.89,0.0,65.46
374,2.75,0.0,63.62
375,5.71,0.0,52.97
376,10.39,0.0,52.0
377,9.29,0.0,72.44
378,5.43,0.0,48.77
379,3.28,0.0,50.38
380,4.77,0.0005,46.76
381,3.16,0.0,53.46
382,2.16,0.0192,55.37
383,12.35,0.0006,64.94
384,1.95,0.0,78.06
385,4.74,0.0,56.04
386,8.96,0.0,57.19
387,6.14,0.0,53.63
388,6.94,0.0,63.33
389,10.07,0.0,48.49
390,2.77,0.0,71.66
391,10.33,0.0,73.09
392,8.49,0.0,68.28
393,3.22,0.0,65.73
394,8.48,0.0,69.95
395,8.82,0.0,60.99
396,11.6,0.0,55.14
397,5.82,0.0,46.34
398,3.33,0.0,58.66
399,6.65,0.0006,54.84
400,6.42,0.0,48.59
401,8.6,0.0,58.61
402,12.22,0.0,56.09
403,14.86,0.0,49.54
404,11.7,0.0,57.11
405,7.17,0.0,68.43
406,5.77,0.0,40.8
407,3.96,0.0,56.62
408,11.16,0.0,60.33
409,7.48,0.0,62.53
410,1.59,0.0,63.63
411,6.25,0.0,46.56
412,7.45,0.0,54.91
413,9.79,0.0,59.48
414,4.96,0.0,65.06
415,11.96,0.0028,50.77
416,2.65,0.0,49.61
417,8.98,0.0,59.95
418,7.77,0.0,58.17
419,6.5,0.0,46.71
420,7.66,0.0,48.06
421,0.92,0.0,50.61
422,4.48,0.0,66.8
423,4.01,0.0,66.74
424,3.43,0.0,55.67
425,2.34,0.0,52.17
426,8.31,0.0,55.89
427,4.63,0.0,49.99
428,10.48,0.0,50.08
429,0.89,0.0,56.99
430,0.94,0.0,62.16
431,7.41,0.0,54.18
432,6.06,0.0,48.05
433,4.47,0.0,60.0
434,4.34,0.0,57.97
435,8.93,0.0,52.35
436,2.91,0.0,43.95
437,3.32,0.0,53.69
438,14.22,0.0,70.02
439,5.41,0.0,60.92
440,3.5,0.0,57.36
441,7.73,0.0,60.96
442,5.11,0.0,53.54
443,5.85,0.0,64.5
444,2.44,0.0,55.71
445,25.2,0.0,65.3
446,11.61,0.0,35.84
447,7.71,0.0059,71.47
448,7.32,0.0,70.99
449,20.61,0.0,55.2
450,1.67,0.0,59.81
451,7.74,0.0,54.48
452,7.34,0.0,59.18
453,6.06,0.0,51.1
454,4.37,0.0,56.19
455,4.2,0.0,67.04
456,1.52,0.0,53.19
457,10.07,0.0,66.26
458,16.05,0.0,64.76
459,5.22,0.0,50.13
460,17.74,0.0,53.96
461,4.11,0.0,46.38
462,4.57,0.0,60.09
463,3.42,0.0,73.85
464,5.26,0.0,72.89
465,7.14,0.0,51.67
466,8.38,0.0,42.66
467,3.72,0.0,51.69
468,4.64,0.0,65.1
469,10.92,0.0,67.24
470,14.41,0.0,47.0
471,3.98,0.0,59.26
472,11.41,0.0,57.78
473,4.81,0.0,58.1
474,1.73,0.0,61.04
475,3.88,0.0,53.76
476,16.5,0.0,48.29
477,12.69,0.0,55.79
478,4.71,0.007,58.11
479,1.52,0.0,60.45
480,4.9,0.0,55.84
481,1.64,0.0,47.67
482,4.35,0.0,63.62
483,10.13,0.0258,56.07
484,3.79,0.0,64.57
485,10.09,0.0,49.92
486,7.15,0.0,46.62
487,2.22,0.0,56.13
488,5.34,0.0,63.03
489,5.84,0.0,33.94
490,5.72,0.0,60.8
491,8.8,0.0,58.3
492,8.71,0.0,57.19
493,4.05,0.0,54.66
494,4.42,0.0,61.81
495,1.64,0.0,63.19
496,0.99,0.0,60.7
497,6.32,0.0,53.85
498,8.39,0.0,43.33
499,5.21,0.0,57.28
500,3.31,0.0,61.3
501,2.33,0.0,61.36
502,7.59,0.0,56.99
503,10.65,0.0,52.05
504,4.28,0.0041,67.47
505,7.34,0.0,56.76
506,3.78,0.0,51.6
507,14.97,0.0,70.18
508,12.79,0.0,47.62
509,5.32,0.0,63.02
510,8.95,0.0,58.26
511,15.85,0.0,63.21
512,9.45,0.0,36.92
513,7.61,0.0,59.68
514,19.06,0.0,40.36
515,4.66,0.0,67.36
516,4.89,0.0,54.73
517,2.5,0.0,43.15
518,14.19,0.0,55.56
519,6.54,0.0,47.93
520,4.9,0.0,57.01
521,11.89,0.0,63.96
522,3.38,0.0,58.06
523,3.4,0.0,69.92
524,8.86,0.0,58.28
525,6.47,0.0,62.54
526,2.79,0.0,43.44
527,1.74,0.0,64.63
528,-0.2,0.0,64.39
529,1.3,0.0,38.43
530,2.0,0.0112,56.72
531,0.75,0.0,58.22
532,6.82,0.0,84.5
533,8.77,0.0,54.54
534,5.53,0.0,58.88
535,2.44,0.0,62.55
536,4.75,0.0009,59.17
537,4.17,0.0,66.17
538,4.42,0.0,68.61
539,6.54,0.0,59.68
540,0.84,0.0,54.32
541,6.17,0.0,59.13
542,12.13,0.0,56.31
543,3.39,0.0,56.64
544,3.61,0.0254,60.91
545,6.35,0.0,69.7
546,5.24,0.0,67.97
547,9.0,0.0,67.65
548,6.88,0.0,53.94
549,7.34,0.0,53.3
550,4.4,0.0,56.06
551,8.55,0.0,62.5
552,4.78,0.0,60.42
553,5.4,0.0,58.18
554,4.03,0.0,52.96
555,5.79,0.0044,51.57
556,5.81,0.0,50.77
557,9.0,0.0032,51.08
558,4.73,0.0074,47.97
559,5.07,0.0003,61.16
560,6.36,0.0,52.54
561,8.56,0.0,61.48
562,1.3,0.0,70.27
563,3.28,0.0004,57.03
564,8.77,0.0,59.79
565,1.52,0.0,68.7
566,7.52,0.0,58.82
567,14.41,0.0,64.69
568,6.66,0.0,41.42
569,12.92,0.0153,57.21
570,7.3,0.0002,53.07
571,1.89,0.0,66.77
572,10.57,0.0,61.95
573,1.18,0.0,53.71
574,6.22,0.0,67.09
575,1.54,0.0,50.45
576,9.96,0.0,44.28
577,4.99,0.0,48.69
578,-0.05,0.0,62.98
579,5.32,0.0,40.8
580,5.23,0.0,60.9
581,8.0,0.0,67.03
582,2.11,0.0,38.89
583,4.16,0.0097,54.95
584,3.15,0.0,57.74
585,9.09,0.0,67.65
586,0.63,0.0,57.15
587,6.2,0.0,60.75
588,4.96,0.0,57.81
589,3.95,0.0,57.6
590,8.67,0.0,52.54
591,8.06,0.0,50.04
592,5.28,0.0,61.58
593,4.47,0.0,45.8
594,2.87,0.0,56.32
595,7.88,0.0,68.09
596,9.94,0.0,57.16
597,2.55,0.0,57.35
598,7.19,0.0,62.11
599,5.1,0.0,57.08
600,8.22,0.0,70.44
601,2.93,0.0,59.12
602,7.16,0.0,60.53
603,8.24,0.0,52.26
604,6.98,0.0,57.68
605,0.07,0.0,64.24
606,12.87,0.0,57.49
607,7.21,0.0,61.43
608,5.72,0.0,50.16
609,4.46,0.0,57.96
610,3.76,0.0,45.31
611,13.78,0.0,52.76
612,4.51,0.0,60.69
613,1.42,0.1712,51.11
614,8.24,0.0,48.55
615,3.1,0.0,56.9
616,12.29,0.0,80.54
617,2.18,0.0,63.23
618,5.01,0.0,67.58
619,1.95,0.0,51.85
620,10.78,0.0,55.82
621,8.94,0.0,66.94
622,5.51,0.0,38.06
623,15.43,0.0,50.73
624,15.15,0.0,49.29
625,8.65,0.0244,67.11
626,9.69,0.0,50.91
627,4.45,0.0,61.66
628,8.69,0.0,61.52
629,1.1,0.0,43.75
630,5.47,0.0,74.68
631,2.3,0.0,70.93
632,4.36,0.0,60.19
633,4.77,0.0,59.38
634,5.1,0.0,59.51
635,13.17,0.0,59.75
636,8.62,0.0,59.01
637,3.93,0.0,54.81
638,9.62,0.0,66.66
639,5.58,0.0006,58.6
640,10.01,0.0,57.28
641,7.83,0.0,66.34
642,3.39,0.0032,57.24
643,13.19,0.0,49.92
644,7.48,0.0,50.62
645,6.3,0.0,51.96
646,2.9,0.0,60.81
647,4.67,0.0,63.63
648,7.49,0.0,61.78
649,1.25,0.0,66.86
650,7.71,0.0,58.95
651,5.58,0.0,64.54
652,3.39,0.0,65.29
653,11.72,0.0013,51.58
654,10.97,0.0,51.67
655,3.74,0.0,54.69
656,7.26,0.0,62.33
657,1.02,0.0,51.32
658,5.04,0.0,48.71
659,5.21,0.0,61.03
660,3.99,0.0,56.62
661,10.79,0.0,47.3
662,6.72,0.0,63.59
663,9.27,0.0,54.96
664,2.18,0.0,48.32
665,4.84,0.0,66.71
666,6.03,0.0,49.41
667,6.52,0.0009,47.8
668,5.36,0.0,75.05
669,4.48,0.0002,61.01
670,6.96,0.0,50.49
671,6.51,0.0,43.61
672,7.94,0.0,57.79
673,5.82,0.0,57.8
674,14.63,0.0,44.82
675,8.56,0.0,51.84
676,4.63,0.0031,56.88
677,5.36,0.0,44.77
678,8.84,0.0,66.16
679,12.62,0.0,74.27
680,8.63,0.0,76.42
681,2.06,0.0,63.38
682,6.87,0.0,57.69
683,5.43,0.0,52.0
684,5.25,0.0452,56.51
685,8.17,0.0,45.77
686,6.03,0.0055,48.56
687,2.52,0.0,45.55
688,11.82,0.0,61.87
689,8.55,0.0,49.34
690,4.59,0.0,52.36
691,9.08,0.0,61.6
692,7.86,0.0,67.46
693,5.09,0.0,56.46
694,1.59,0.0,71.87
695,7.0,0.0,74.24
696,4.11,0.003,44.15
697,6.92,0.0077,47.62
698,6.03,0.0,67.3
699,2.64,0.0,64.16
700,3.83,0.0,49.98
701,11.35,0.0,61.02
702,11.76,0.0,58.64
703,0.46,0.0,68.84
704,6.53,0.0,63.04
705,1.76,0.0,73.95
706,7.15,0.0,59.32
707,2.75,0.0,69.0
708,3.79,0.0,53.2
709,7.47,0.0,49.35
710,6.31,0.0,69.78
711,1.41,0.0,83.23
712,3.27,0.0,80.62
713,2.86,0.0,67.07
714,4.97,0.0,61.26
715,1.75,0.0,62.91
716,8.23,0.0,56.72
717,12.77,0.0,43.02
718,9.7,0.0,69.69
719,3.53,0.0,53.57
720,-0.69,0.0,66.14
721,6.15,0.0,45.03
722,11.75,0.0011,58.45
723,3.76,0.0,63.69
724,11.86,0.0,59.34
725,2.8,0.0,56.03
726,8.91,0.0,71.55
727,4.47,0.0,65.31
728,10.55,0.0071,57.35
729,6.39,0.0593,44.07
730,5.96,0.0,67.29
731,1.46,0.0,53.67
732,5.19,0.0,57.46
733,9.49,0.0,64.77
734,6.09,0.0,69.14
735,11.5,0.0045,52.6
736,7.74,0.0,64.46
737,10.66,0.0,48.39
738,2.85,0.0,63.34
739,2.1,0.0,37.56
740,12.77,0.0,52.46
741,10.52,0.0,60.82
742,7.52,0.002,55.86
743,7.18,0.0,57.76
744,13.27,0.0,50.35
745,1.01,0.0,49.67
746,5.37,0.0,56.76
747,1.18,0.0,59.68
748,14.08,0.0,56.35
749,4.25,0.0,54.5
750,7.2,0.0,71.02
751,3.37,0.0241,67.82
752,3.1,0.0,59.6
753,2.94,0.0,61.19
754,2.84,0.0,59.3
755,3.76,0.0,61.95
756,6.67,0.0,62.43
757,2.32,0.0,64.34
758,2.51,0.0,52.19
759,2.4,0.0,49.92
760,7.57,0.0,45.06
761,4.47,0.0,52.2
762,8.08,0.0,51.98
763,7.54,0.0,59.2
764,9.4,0.0,48.55
765,1.54,0.0,47.35
766,2.56,0.0,57.9
767,4.79,0.0,68.04
768,15.65,0.0334,56.07
769,5.5,0.0,63.2
770,5.64,0.0,67.13
771,4.41,0.0,62.2
772,3.35,0.0,64.01
773,5.17,0.0,69.89
774,9.19,0.0294,57.35
775,3.87,0.0,49.53
776,12.31,0.0,56.95
777,4.9,0.0,58.46
778,5.63,0.0,45.97
779,6.32,0.0,62.75
780,2.75,0.0,63.73
781,5.1,0.0,60.96
782,6.13,0.0,62.15
783,6.55,0.0,44.3
784,20.56,0.0,55.67
785,8.54,0.0035,57.62
786,3.33,0.0,63.73
787,3.39,0.0,54.08
788,5.97,0.0,60.78
789,6.53,0.0,73.43
790,3.9,0.0004,70.4
791,7.49,0.0,62.26
792,16.37,0.0,51.66
793,4.58,0.0,65.4
794,2.61,0.0,59.14
795,5.66,0.0,69.32
796,4.24,0.0,72.4
797,6.15,0.0,62.18
798,5.61,0.0,48.21
799,6.06,0.0,64.53
800,11.9,0.0095,54.39
801,3.26,0.0,58.89
802,11.02,0.0,70.36
803,2.0,0.0,57.42
804,4.44,0.0,64.61
805,4.46,0.0,62.54
806,7.46,0.0,39.99
807,10.53,0.0,57.14
808,14.9,0.002,51.17
809,4.85,0.0,58.33
810,7.85,0.0,56.38
811,7.66,0.0103,63.52
812,3.44,0.0,60.4
813,6.74,0.0,54.07
814,6.02,0.0,68.17
815,7.57,0.0,52.94
816,3.17,0.0,54.11
817,3.0,0.0,47.24
818,7.7,0.0055,43.3
819,1.86,0.0027,57.66
820,1.7,0.0,69.95
821,5.55,0.0,65.79
822,12.5,0.0,43.33
823,2.38,0.0,51.05
824,3.98,0.0,58.5
825,12.3,0.0,60.12
826,4.54,0.0,68.01
827,3.67,0.0,50.61
828,5.67,0.0,52.79
829,8.16,0.0,59.81
830,14.51,0.0,55.13
831,3.37,0.0,45.03
832,2.82,0.0,56.99
833,3.28,0.0236,57.49
834,2.08,0.0,58.16
835,5.6,0.0,55.18
836,7.86,0.0,67.89
837,0.91,0.0,82.31
838,8.3,0.0,61.31
839,1.3,0.0,42.75
840,4.77,0.0,51.7
841,1.54,0.0,55.75
842,6.77,0.0,56.46
843,9.52,0.0,39.17
844,2.37,0.0,68.06
845,2.05,0.0,56.84
846,0.23,0.0,66.27
847,2.0,0.001,64.89
848,6.94,0.0053,53.29
849,1.25,0.0,60.86
850,2.62,0.0,56.39
851,6.51,0.0,44.6
852,10.9,0.0,43.28
853,5.04,0.0,48.42
854,11.08,0.0,51.43
855,1.19,0.0,50.28
856,2.78,0.0,47.64
857,3.87,0.0,53.76
858,1.93,0.0,50.41
859,8.39,0.0,64.76
860,1.7,0.0,57.27
861,5.43,0.0,54.25
862,3.97,0.0094,48.42
863,5.57,0.0,54.89
864,5.19,0.0046,76.97
865,3.43,0.0,63.43
866,5.14,0.0,60.81
867,9.69,0.0,57.12
868,1.05,0.0023,59.35
869,16.52,0.0,54.05
870,6.98,0.0,66.85
871,1.83,0.0,61.72
872,9.0,0.0,72.03
873,8.75,0.0,56.75
874,6.98,0.0,67.12
875,7.32,0.0,58.8
876,1.12,0.0,62.55
877,3.62,0.0,63.48
878,9.58,0.0,46.34
879,2.31,0.0,52.63
880,4.35,0.0,47.53
881,2.63,0.0,61.26
882,5.12,0.0,54.53
883,7.24,0.0,54.57
884,3.59,0.0,48.42
885,6.2,0.0,55.89
886,1.43,0.0,57.76
887,7.39,0.0,53.7
888,2.4,0.0,55.1
889,0.83,0.0,64.07
890,3.96,0.0,47.09
891,10.52,0.0,59.48
892,8.03,0.0,44.61
893,1.11,0.0245,43.92
894,7.22,0.0,54.16
895,6.72,0.0,56.72
896,12.61,0.0,54.38
897,7.46,0.0,61.13
898,6.59,0.0,64.31
899,2.96,0.0,56.95
900,2.26,0.0,57.37
901,3.65,0.0,63.66
902,4.38,0.0,63.79
903,1.16,0.0004,55.22
904,1.77,0.0,73.91
905,3.54,0.0,54.26
906,8.05,0.0,56.84
907,4.43,0.0,67.73
908,1.2,0.0077,39.54
909,10.97,0.0,81.34
910,12.69,0.0,55.35
911,14.8,0.0,65.2
912,11.74,0.0,58.48
913,5.95,0.0,55.35
914,8.14,0.0,55.18
915,7.33,0.0,52.58
916,8.03,0.0,68.97
917,0.8,0.0,59.05
918,4.81,0.0,57.14
919,6.07,0.0,54.32
920,2.72,0.0,74.14
921,4.32,0.0,53.86
922,5.54,0.0,55.67
923,6.27,0.0,66.32
924,7.76,0.0,53.56
925,3.48,0.0,55.07
926,5.12,0.0,49.7
927,-0.18,0.0,76.91
928,14.71,0.0,50.33
929,16.37,0.0,57.26
930,2.27,0.0,45.49
931,4.22,0.0034,67.57
932,7.32,0.0082,58.53
933,4.71,0.0,54.0
934,12.81,0.0,56.13
935,11.2,0.0,52.59
936,4.6,0.0,51.3
937,4.78,0.0674,56.24
938,12.59,0.0,52.73
939,9.65,0.0,58.46
940,2.08,0.0,53.4
941,5.23,0.0,61.01
942,4.19,0.0,69.66
943,0.88,0.0,53.84
944,7.64,0.0,68.27
945,9.49,0.0,37.57
946,4.88,0.0,52.11
947,4.62,0.0,52.71
948,6.81,0.0,46.1
949,6.68,0.0,60.68
950,8.44,0.0,72.29
951,4.9,0.0,55.77
952,1.72,0.0026,66.08
953,4.23,0.0004,59.28
954,3.73,0.0,62.98
955,6.14,0.0,57.86
956,4.6,0.0,69.59
957,8.4,0.0,54.37
958,14.62,0.0,48.28
959,2.98,0.0,57.01
960,5.99,0.0,66.97
961,10.31,0.0437,59.38
962,1.15,0.0,55.21
963,7.61,0.0044,51.65
964,11.56,0.0,67.16
965,4.54,0.0,47.95
966,8.56,0.0,53.9
967,10.24,0.0,52.65
968,3.71,0.0,69.4
969,16.21,0.0036,69.07
970,2.29,0.0,54.86
971,3.14,0.0,64.73
972,6.02,0.0,59.82
973,10.11,0.0,70.54
974,7.83,0.0,53.76
975,6.5,0.0,59.26
976,8.09,0.0,54.23
977,4.74,0.0,52.86
978,2.97,0.0,64.71
979,-0.13,0.0,58.5
980,9.69,0.0,56.03
981,1.27,0.0,62.14
982,6.13,0.0,47.17
983,11.53,0.0,50.8
984,3.94,0.0162,63.45
985,10.38,0.0,61.71
986,3.01,0.0,44.88
987,4.21,0.0,49.64
988,12.61,0.0,53.27
989,4.34,0.0,52.36
